request_id,model_label,seed,target_passage_tokens,num_needles,query_order,mode,method,observed_signed_relative_error,observed_relative_absolute_error,p_under_oof,p_over_oof,under_magnitude_oof,over_magnitude_oof,predicted_signed_relative_bias,predicted_relative_absolute_error
Qwen3-8B/direct/query_first/T10000_N30_seed1238,Qwen3-8B,1238,10000,30,query_first,direct,selected_hurdle,-0.3333333333333333,0.3333333333333333,0.9920754202155824,0.03614496470181301,0.33527039721128205,0.3108363714689699,-0.3213783505244423,0.3438486898740134
Qwen3-8B/direct/query_first/T10000_N3_seed1234,Qwen3-8B,1234,10000,3,query_first,direct,selected_hurdle,0.0,0.0,0.6948435259105384,0.0011239999842638385,0.15136822649877413,0.2585400568313798,-0.10488663319142316,0.10546783123104325
Qwen3-8B/direct/query_first/T10000_N3_seed1235,Qwen3-8B,1235,10000,3,query_first,direct,selected_hurdle,0.0,0.0,0.6948435259105384,0.0011239999842638385,0.15136822649877413,0.2585400568313798,-0.10488663319142316,0.10546783123104325
Qwen3-8B/direct/query_first/T10000_N3_seed1236,Qwen3-8B,1236,10000,3,query_first,direct,selected_hurdle,0.0,0.0,0.6948435259105384,0.0011239999842638385,0.15136822649877413,0.2585400568313798,-0.10488663319142316,0.10546783123104325
Qwen3-8B/direct/query_first/T10000_N3_seed1237,Qwen3-8B,1237,10000,3,query_first,direct,selected_hurdle,0.0,0.0,0.6948435259105384,0.0011239999842638385,0.15136822649877413,0.2585400568313798,-0.10488663319142316,0.10546783123104325
Qwen3-8B/direct/query_first/T10000_N3_seed1238,Qwen3-8B,1238,10000,3,query_first,direct,selected_hurdle,0.0,0.0,0.6948435259105384,0.0011239999842638385,0.15136822649877413,0.2585400568313798,-0.10488663319142316,0.10546783123104325
Qwen3-8B/direct/query_first/T10000_N4_seed1234,Qwen3-8B,1234,10000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.7608366043442719,0.004095423019383344,0.18574571472628976,0.3181239572072596,-0.1400192866864862,0.14262499104121404
Qwen3-8B/direct/query_first/T10000_N4_seed1235,Qwen3-8B,1235,10000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.7608366043442719,0.004095423019383344,0.18574571472628976,0.3181239572072596,-0.1400192866864862,0.14262499104121404
Qwen3-8B/direct/query_first/T10000_N4_seed1236,Qwen3-8B,1236,10000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.7608366043442719,0.004095423019383344,0.18574571472628976,0.3181239572072596,-0.1400192866864862,0.14262499104121404
Qwen3-8B/direct/query_first/T10000_N4_seed1237,Qwen3-8B,1237,10000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.7608366043442719,0.004095423019383344,0.18574571472628976,0.3181239572072596,-0.1400192866864862,0.14262499104121404
Qwen3-8B/direct/query_first/T10000_N4_seed1238,Qwen3-8B,1238,10000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.7608366043442719,0.004095423019383344,0.18574571472628976,0.3181239572072596,-0.1400192866864862,0.14262499104121404
Qwen3-8B/direct/query_first/T10000_N5_seed1234,Qwen3-8B,1234,10000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.8243688941016514,0.006379245062137515,0.22105164674557365,0.3051394597395545,-0.1802815421751906,0.1841746609588043
Qwen3-8B/direct/query_first/T10000_N5_seed1235,Qwen3-8B,1235,10000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.8243688941016514,0.006379245062137515,0.22105164674557365,0.3051394597395545,-0.1802815421751906,0.1841746609588043
Qwen3-8B/direct/query_first/T10000_N5_seed1236,Qwen3-8B,1236,10000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.8243688941016514,0.006379245062137515,0.22105164674557365,0.3051394597395545,-0.1802815421751906,0.1841746609588043
Qwen3-8B/direct/query_first/T10000_N5_seed1237,Qwen3-8B,1237,10000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.8243688941016514,0.006379245062137515,0.22105164674557365,0.3051394597395545,-0.1802815421751906,0.1841746609588043
Qwen3-8B/direct/query_first/T10000_N5_seed1238,Qwen3-8B,1238,10000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.8243688941016514,0.006379245062137515,0.22105164674557365,0.3051394597395545,-0.1802815421751906,0.1841746609588043
Qwen3-8B/direct/query_first/T10000_N6_seed1234,Qwen3-8B,1234,10000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.8372784969623831,0.005998210521600852,0.25272422975482334,0.30101357443728194,-0.20979502044576007,0.21340610602442886
Qwen3-8B/direct/query_first/T10000_N6_seed1235,Qwen3-8B,1235,10000,6,query_first,direct,selected_hurdle,-0.3333333333333333,0.3333333333333333,0.8372784969623831,0.005998210521600852,0.25272422975482334,0.30101357443728194,-0.20979502044576007,0.21340610602442886
Qwen3-8B/direct/query_first/T10000_N6_seed1236,Qwen3-8B,1236,10000,6,query_first,direct,selected_hurdle,-0.3333333333333333,0.3333333333333333,0.8372784969623831,0.005998210521600852,0.25272422975482334,0.30101357443728194,-0.20979502044576007,0.21340610602442886
Qwen3-8B/direct/query_first/T10000_N6_seed1237,Qwen3-8B,1237,10000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.8372784969623831,0.005998210521600852,0.25272422975482334,0.30101357443728194,-0.20979502044576007,0.21340610602442886
Qwen3-8B/direct/query_first/T10000_N6_seed1238,Qwen3-8B,1238,10000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.8372784969623831,0.005998210521600852,0.25272422975482334,0.30101357443728194,-0.20979502044576007,0.21340610602442886
Qwen3-8B/direct/query_first/T10000_N8_seed1234,Qwen3-8B,1234,10000,8,query_first,direct,selected_hurdle,-0.25,0.25,0.9043927606597778,2.715028741633166e-06,0.2891656008605763,0.20216577116803447,-0.2615187271642607,0.26151982493601933
Qwen3-8B/direct/query_first/T10000_N8_seed1235,Qwen3-8B,1235,10000,8,query_first,direct,selected_hurdle,-0.25,0.25,0.9043927606597778,2.715028741633166e-06,0.2891656008605763,0.20216577116803447,-0.2615187271642607,0.26151982493601933
Qwen3-8B/direct/query_first/T10000_N8_seed1236,Qwen3-8B,1236,10000,8,query_first,direct,selected_hurdle,-0.25,0.25,0.9043927606597778,2.715028741633166e-06,0.2891656008605763,0.20216577116803447,-0.2615187271642607,0.26151982493601933
Qwen3-8B/direct/query_first/T10000_N8_seed1237,Qwen3-8B,1237,10000,8,query_first,direct,selected_hurdle,-0.25,0.25,0.9043927606597778,2.715028741633166e-06,0.2891656008605763,0.20216577116803447,-0.2615187271642607,0.26151982493601933
Qwen3-8B/direct/query_first/T10000_N8_seed1238,Qwen3-8B,1238,10000,8,query_first,direct,selected_hurdle,-0.25,0.25,0.9043927606597778,2.715028741633166e-06,0.2891656008605763,0.20216577116803447,-0.2615187271642607,0.26151982493601933
Qwen3-8B/direct/query_first/T2000_N10_seed1234,Qwen3-8B,1234,2000,10,query_first,direct,selected_hurdle,-0.1,0.1,0.4668059295104371,0.009964524230869933,0.2572865845418524,0.21259023369166696,-0.11798454271275814,0.12222126378249197
Qwen3-8B/direct/query_first/T2000_N10_seed1235,Qwen3-8B,1235,2000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.4668059295104371,0.009964524230869933,0.2572865845418524,0.21259023369166696,-0.11798454271275814,0.12222126378249197
Qwen3-8B/direct/query_first/T2000_N10_seed1236,Qwen3-8B,1236,2000,10,query_first,direct,selected_hurdle,-0.1,0.1,0.4668059295104371,0.009964524230869933,0.2572865845418524,0.21259023369166696,-0.11798454271275814,0.12222126378249197
Qwen3-8B/direct/query_first/T2000_N10_seed1237,Qwen3-8B,1237,2000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.4668059295104371,0.009964524230869933,0.2572865845418524,0.21259023369166696,-0.11798454271275814,0.12222126378249197
Qwen3-8B/direct/query_first/T2000_N10_seed1238,Qwen3-8B,1238,2000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.4668059295104371,0.009964524230869933,0.2572865845418524,0.21259023369166696,-0.11798454271275814,0.12222126378249197
Qwen3-8B/direct/query_first/T2000_N1_seed1234,Qwen3-8B,1234,2000,1,query_first,direct,selected_hurdle,0.0,0.0,0.0207286368843788,1.7926974768180313e-07,0.0,0.031180361276640145,5.589695498690744e-09,5.589695498690744e-09
Qwen3-8B/direct/query_first/T2000_N1_seed1235,Qwen3-8B,1235,2000,1,query_first,direct,selected_hurdle,0.0,0.0,0.0207286368843788,1.7926974768180313e-07,0.0,0.031180361276640145,5.589695498690744e-09,5.589695498690744e-09
Qwen3-8B/direct/query_first/T2000_N1_seed1236,Qwen3-8B,1236,2000,1,query_first,direct,selected_hurdle,0.0,0.0,0.0207286368843788,1.7926974768180313e-07,0.0,0.031180361276640145,5.589695498690744e-09,5.589695498690744e-09
Qwen3-8B/direct/query_first/T2000_N1_seed1237,Qwen3-8B,1237,2000,1,query_first,direct,selected_hurdle,0.0,0.0,0.0207286368843788,1.7926974768180313e-07,0.0,0.031180361276640145,5.589695498690744e-09,5.589695498690744e-09
Qwen3-8B/direct/query_first/T2000_N1_seed1238,Qwen3-8B,1238,2000,1,query_first,direct,selected_hurdle,0.0,0.0,0.0207286368843788,1.7926974768180313e-07,0.0,0.031180361276640145,5.589695498690744e-09,5.589695498690744e-09
Qwen3-8B/direct/query_first/T2000_N20_seed1234,Qwen3-8B,1234,2000,20,query_first,direct,selected_hurdle,-0.25,0.25,0.728504583114984,0.02790899128393068,0.2534190748286269,0.22820331161901786,-0.1782480332264745,0.19098588169635308
Qwen3-8B/direct/query_first/T2000_N20_seed1235,Qwen3-8B,1235,2000,20,query_first,direct,selected_hurdle,-0.25,0.25,0.728504583114984,0.02790899128393068,0.2534190748286269,0.22820331161901786,-0.1782480332264745,0.19098588169635308
Qwen3-8B/direct/query_first/T2000_N20_seed1236,Qwen3-8B,1236,2000,20,query_first,direct,selected_hurdle,-0.3,0.3,0.728504583114984,0.02790899128393068,0.2534190748286269,0.22820331161901786,-0.1782480332264745,0.19098588169635308
Qwen3-8B/direct/query_first/T2000_N20_seed1237,Qwen3-8B,1237,2000,20,query_first,direct,selected_hurdle,-0.3,0.3,0.728504583114984,0.02790899128393068,0.2534190748286269,0.22820331161901786,-0.1782480332264745,0.19098588169635308
Qwen3-8B/direct/query_first/T2000_N20_seed1238,Qwen3-8B,1238,2000,20,query_first,direct,selected_hurdle,-0.3,0.3,0.728504583114984,0.02790899128393068,0.2534190748286269,0.22820331161901786,-0.1782480332264745,0.19098588169635308
Qwen3-8B/direct/query_first/T2000_N2_seed1234,Qwen3-8B,1234,2000,2,query_first,direct,selected_hurdle,0.0,0.0,0.08897958400296518,0.00013748082875442846,0.0,0.22997845346832735,3.1617628378487406e-05,3.1617628378487406e-05
Qwen3-8B/direct/query_first/T2000_N2_seed1235,Qwen3-8B,1235,2000,2,query_first,direct,selected_hurdle,0.0,0.0,0.08897958400296518,0.00013748082875442846,0.0,0.22997845346832735,3.1617628378487406e-05,3.1617628378487406e-05
Qwen3-8B/direct/query_first/T2000_N2_seed1236,Qwen3-8B,1236,2000,2,query_first,direct,selected_hurdle,0.0,0.0,0.08897958400296518,0.00013748082875442846,0.0,0.22997845346832735,3.1617628378487406e-05,3.1617628378487406e-05
Qwen3-8B/direct/query_first/T2000_N2_seed1237,Qwen3-8B,1237,2000,2,query_first,direct,selected_hurdle,0.0,0.0,0.08897958400296518,0.00013748082875442846,0.0,0.22997845346832735,3.1617628378487406e-05,3.1617628378487406e-05
Qwen3-8B/direct/query_first/T2000_N2_seed1238,Qwen3-8B,1238,2000,2,query_first,direct,selected_hurdle,0.0,0.0,0.08897958400296518,0.00013748082875442846,0.0,0.22997845346832735,3.1617628378487406e-05,3.1617628378487406e-05
Qwen3-8B/direct/query_first/T2000_N30_seed1234,Qwen3-8B,1234,2000,30,query_first,direct,selected_hurdle,-0.3,0.3,0.8542518570988685,8.13476410255943e-06,0.2529342007523574,0.13248533993661193,-0.2160684329795319,0.21607058845350677
Qwen3-8B/direct/query_first/T2000_N30_seed1235,Qwen3-8B,1235,2000,30,query_first,direct,selected_hurdle,-0.3,0.3,0.8542518570988685,8.13476410255943e-06,0.2529342007523574,0.13248533993661193,-0.2160684329795319,0.21607058845350677
Qwen3-8B/direct/query_first/T2000_N30_seed1236,Qwen3-8B,1236,2000,30,query_first,direct,selected_hurdle,-0.3333333333333333,0.3333333333333333,0.8542518570988685,8.13476410255943e-06,0.2529342007523574,0.13248533993661193,-0.2160684329795319,0.21607058845350677
Qwen3-8B/direct/query_first/T2000_N30_seed1237,Qwen3-8B,1237,2000,30,query_first,direct,selected_hurdle,-0.3,0.3,0.8542518570988685,8.13476410255943e-06,0.2529342007523574,0.13248533993661193,-0.2160684329795319,0.21607058845350677
Qwen3-8B/direct/query_first/T2000_N30_seed1238,Qwen3-8B,1238,2000,30,query_first,direct,selected_hurdle,-0.4666666666666667,0.4666666666666667,0.8542518570988685,8.13476410255943e-06,0.2529342007523574,0.13248533993661193,-0.2160684329795319,0.21607058845350677
Qwen3-8B/direct/query_first/T2000_N3_seed1234,Qwen3-8B,1234,2000,3,query_first,direct,selected_hurdle,0.0,0.0,0.08791319359113647,0.0008498731807370524,0.10934088554797206,0.20521874631873516,-0.00943809652992439,0.009786916347285938
Qwen3-8B/direct/query_first/T2000_N3_seed1235,Qwen3-8B,1235,2000,3,query_first,direct,selected_hurdle,0.0,0.0,0.08791319359113647,0.0008498731807370524,0.10934088554797206,0.20521874631873516,-0.00943809652992439,0.009786916347285938
Qwen3-8B/direct/query_first/T2000_N3_seed1236,Qwen3-8B,1236,2000,3,query_first,direct,selected_hurdle,0.0,0.0,0.08791319359113647,0.0008498731807370524,0.10934088554797206,0.20521874631873516,-0.00943809652992439,0.009786916347285938
Qwen3-8B/direct/query_first/T2000_N3_seed1237,Qwen3-8B,1237,2000,3,query_first,direct,selected_hurdle,0.0,0.0,0.08791319359113647,0.0008498731807370524,0.10934088554797206,0.20521874631873516,-0.00943809652992439,0.009786916347285938
Qwen3-8B/direct/query_first/T2000_N3_seed1238,Qwen3-8B,1238,2000,3,query_first,direct,selected_hurdle,0.0,0.0,0.08791319359113647,0.0008498731807370524,0.10934088554797206,0.20521874631873516,-0.00943809652992439,0.009786916347285938
Qwen3-8B/direct/query_first/T2000_N4_seed1234,Qwen3-8B,1234,2000,4,query_first,direct,selected_hurdle,0.0,0.0,0.16836270447960403,0.0019249294714349455,0.13756514062695135,0.2004250442771316,-0.022775035043527875,0.023546643192613285
Qwen3-8B/direct/query_first/T2000_N4_seed1235,Qwen3-8B,1235,2000,4,query_first,direct,selected_hurdle,0.0,0.0,0.16836270447960403,0.0019249294714349455,0.13756514062695135,0.2004250442771316,-0.022775035043527875,0.023546643192613285
Qwen3-8B/direct/query_first/T2000_N4_seed1236,Qwen3-8B,1236,2000,4,query_first,direct,selected_hurdle,0.0,0.0,0.16836270447960403,0.0019249294714349455,0.13756514062695135,0.2004250442771316,-0.022775035043527875,0.023546643192613285
Qwen3-8B/direct/query_first/T2000_N4_seed1237,Qwen3-8B,1237,2000,4,query_first,direct,selected_hurdle,-0.25,0.25,0.16836270447960403,0.0019249294714349455,0.13756514062695135,0.2004250442771316,-0.022775035043527875,0.023546643192613285
Qwen3-8B/direct/query_first/T2000_N4_seed1238,Qwen3-8B,1238,2000,4,query_first,direct,selected_hurdle,0.0,0.0,0.16836270447960403,0.0019249294714349455,0.13756514062695135,0.2004250442771316,-0.022775035043527875,0.023546643192613285
Qwen3-8B/direct/query_first/T2000_N5_seed1234,Qwen3-8B,1234,2000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.22918276164702706,5.383256492710399e-07,0.15851499898722543,0.12341138040320954,-0.03632883879485654,0.0363289716658795
Qwen3-8B/direct/query_first/T2000_N5_seed1235,Qwen3-8B,1235,2000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.22918276164702706,5.383256492710399e-07,0.15851499898722543,0.12341138040320954,-0.03632883879485654,0.0363289716658795
Qwen3-8B/direct/query_first/T2000_N5_seed1236,Qwen3-8B,1236,2000,5,query_first,direct,selected_hurdle,-0.2,0.2,0.22918276164702706,5.383256492710399e-07,0.15851499898722543,0.12341138040320954,-0.03632883879485654,0.0363289716658795
Qwen3-8B/direct/query_first/T2000_N5_seed1237,Qwen3-8B,1237,2000,5,query_first,direct,selected_hurdle,0.2,0.2,0.22918276164702706,5.383256492710399e-07,0.15851499898722543,0.12341138040320954,-0.03632883879485654,0.0363289716658795
Qwen3-8B/direct/query_first/T2000_N5_seed1238,Qwen3-8B,1238,2000,5,query_first,direct,selected_hurdle,0.0,0.0,0.22918276164702706,5.383256492710399e-07,0.15851499898722543,0.12341138040320954,-0.03632883879485654,0.0363289716658795
Qwen3-8B/direct/query_first/T2000_N6_seed1234,Qwen3-8B,1234,2000,6,query_first,direct,selected_hurdle,0.0,0.0,0.31863985584453386,0.003391538624287762,0.18906440177026052,0.2178512866119373,-0.05950460267251367,0.060982304778304006
Qwen3-8B/direct/query_first/T2000_N6_seed1235,Qwen3-8B,1235,2000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.31863985584453386,0.003391538624287762,0.18906440177026052,0.2178512866119373,-0.05950460267251367,0.060982304778304006
Qwen3-8B/direct/query_first/T2000_N6_seed1236,Qwen3-8B,1236,2000,6,query_first,direct,selected_hurdle,-0.3333333333333333,0.3333333333333333,0.31863985584453386,0.003391538624287762,0.18906440177026052,0.2178512866119373,-0.05950460267251367,0.060982304778304006
Qwen3-8B/direct/query_first/T2000_N6_seed1237,Qwen3-8B,1237,2000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.31863985584453386,0.003391538624287762,0.18906440177026052,0.2178512866119373,-0.05950460267251367,0.060982304778304006
Qwen3-8B/direct/query_first/T2000_N6_seed1238,Qwen3-8B,1238,2000,6,query_first,direct,selected_hurdle,-0.16666666666666666,0.16666666666666666,0.31863985584453386,0.003391538624287762,0.18906440177026052,0.2178512866119373,-0.05950460267251367,0.060982304778304006
Qwen3-8B/direct/query_first/T2000_N8_seed1234,Qwen3-8B,1234,2000,8,query_first,direct,selected_hurdle,-0.125,0.125,0.44301750632643794,0.006481302163431701,0.2207662700787434,0.204481765842925,-0.09647801433993372,0.0991286305626139
Qwen3-8B/direct/query_first/T2000_N8_seed1235,Qwen3-8B,1235,2000,8,query_first,direct,selected_hurdle,0.0,0.0,0.44301750632643794,0.006481302163431701,0.2207662700787434,0.204481765842925,-0.09647801433993372,0.0991286305626139
Qwen3-8B/direct/query_first/T2000_N8_seed1236,Qwen3-8B,1236,2000,8,query_first,direct,selected_hurdle,0.0,0.0,0.44301750632643794,0.006481302163431701,0.2207662700787434,0.204481765842925,-0.09647801433993372,0.0991286305626139
Qwen3-8B/direct/query_first/T2000_N8_seed1237,Qwen3-8B,1237,2000,8,query_first,direct,selected_hurdle,0.0,0.0,0.44301750632643794,0.006481302163431701,0.2207662700787434,0.204481765842925,-0.09647801433993372,0.0991286305626139
Qwen3-8B/direct/query_first/T2000_N8_seed1238,Qwen3-8B,1238,2000,8,query_first,direct,selected_hurdle,0.0,0.0,0.44301750632643794,0.006481302163431701,0.2207662700787434,0.204481765842925,-0.09647801433993372,0.0991286305626139
Qwen3-8B/direct/query_first/T5000_N10_seed1234,Qwen3-8B,1234,5000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.8168052481416146,0.015424919015580683,0.2772852433886197,0.2802254139482816,-0.2221655877157897,0.23081049634830936
Qwen3-8B/direct/query_first/T5000_N10_seed1235,Qwen3-8B,1235,5000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.8168052481416146,0.015424919015580683,0.2772852433886197,0.2802254139482816,-0.2221655877157897,0.23081049634830936
Qwen3-8B/direct/query_first/T5000_N10_seed1236,Qwen3-8B,1236,5000,10,query_first,direct,selected_hurdle,-0.4,0.4,0.8168052481416146,0.015424919015580683,0.2772852433886197,0.2802254139482816,-0.2221655877157897,0.23081049634830936
Qwen3-8B/direct/query_first/T5000_N10_seed1237,Qwen3-8B,1237,5000,10,query_first,direct,selected_hurdle,0.0,0.0,0.8168052481416146,0.015424919015580683,0.2772852433886197,0.2802254139482816,-0.2221655877157897,0.23081049634830936
Qwen3-8B/direct/query_first/T5000_N10_seed1238,Qwen3-8B,1238,5000,10,query_first,direct,selected_hurdle,-0.2,0.2,0.8168052481416146,0.015424919015580683,0.2772852433886197,0.2802254139482816,-0.2221655877157897,0.23081049634830936
Qwen3-8B/direct/query_first/T5000_N1_seed1234,Qwen3-8B,1234,5000,1,query_first,direct,selected_hurdle,0.0,0.0,0.08578300045647363,1e-09,0.0,0.13411927514235367,1.3411927514235367e-10,1.3411927514235367e-10
Qwen3-8B/direct/query_first/T5000_N1_seed1235,Qwen3-8B,1235,5000,1,query_first,direct,selected_hurdle,0.0,0.0,0.08578300045647363,1e-09,0.0,0.13411927514235367,1.3411927514235367e-10,1.3411927514235367e-10
Qwen3-8B/direct/query_first/T5000_N1_seed1236,Qwen3-8B,1236,5000,1,query_first,direct,selected_hurdle,0.0,0.0,0.08578300045647363,1e-09,0.0,0.13411927514235367,1.3411927514235367e-10,1.3411927514235367e-10
Qwen3-8B/direct/query_first/T5000_N1_seed1237,Qwen3-8B,1237,5000,1,query_first,direct,selected_hurdle,0.0,0.0,0.08578300045647363,1e-09,0.0,0.13411927514235367,1.3411927514235367e-10,1.3411927514235367e-10
Qwen3-8B/direct/query_first/T5000_N1_seed1238,Qwen3-8B,1238,5000,1,query_first,direct,selected_hurdle,0.0,0.0,0.08578300045647363,1e-09,0.0,0.13411927514235367,1.3411927514235367e-10,1.3411927514235367e-10
Qwen3-8B/direct/query_first/T5000_N20_seed1234,Qwen3-8B,1234,5000,20,query_first,direct,selected_hurdle,-0.25,0.25,0.9435610333040313,0.026282194658827224,0.31533230309510984,0.2855526823743899,-0.29003032255904787,0.3050402249260758
Qwen3-8B/direct/query_first/T5000_N20_seed1235,Qwen3-8B,1235,5000,20,query_first,direct,selected_hurdle,-0.3,0.3,0.9435610333040313,0.026282194658827224,0.31533230309510984,0.2855526823743899,-0.29003032255904787,0.3050402249260758
Qwen3-8B/direct/query_first/T5000_N20_seed1236,Qwen3-8B,1236,5000,20,query_first,direct,selected_hurdle,-0.3,0.3,0.9435610333040313,0.026282194658827224,0.31533230309510984,0.2855526823743899,-0.29003032255904787,0.3050402249260758
Qwen3-8B/direct/query_first/T5000_N20_seed1237,Qwen3-8B,1237,5000,20,query_first,direct,selected_hurdle,-0.4,0.4,0.9435610333040313,0.026282194658827224,0.31533230309510984,0.2855526823743899,-0.29003032255904787,0.3050402249260758
