registered_bank_size,evaluation_scope,analysis_population,grammar_class,arm,metric,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed
32,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,same_unit_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,all_examples,same_unit_rank_before_city,selected_bank,failure_rate,0.25,0.0,0.5,8,15,0.2,1.0
32,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,selected_bank,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,all_examples,structural_unmarked,clean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,all_examples,structural_unmarked,selected_bank,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,all_examples,structural_unmarked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,pooled,clean,failure_rate,0.0,0.0,0.0,10,87,0.0,1.0
32,confirmation,clean_correct_only,pooled,selected_bank,failure_rate,0.06944444444444445,0.02222222222222222,0.13055555555555556,10,87,0.06896551724137931,1.0
32,confirmation,clean_correct_only,pooled,layer_matched_random_mean,failure_rate,0.015277777777777779,0.0,0.0375,10,87,0.015325670498084292,1.0
32,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_1,failure_rate,0.02222222222222222,0.0,0.06666666666666667,10,87,0.022988505747126436,1.0
32,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_2,failure_rate,0.0125,0.0,0.0375,10,87,0.011494252873563218,1.0
32,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_3,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,87,0.011494252873563218,1.0
32,confirmation,clean_correct_only,macro_primary_grammars,clean,failure_rate,0.0,0.0,0.0,10,85,0.0,3.0
32,confirmation,clean_correct_only,macro_primary_grammars,selected_bank,failure_rate,0.10027777777777777,0.0125,0.21027777777777779,10,85,0.07058823529411765,3.0
32,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_mean,failure_rate,0.008703703703703705,0.0,0.021111111111111115,10,85,0.015686274509803925,3.0
32,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_1,failure_rate,0.01,0.0,0.030000000000000006,10,85,0.023529411764705882,3.0
32,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_2,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,85,0.011764705882352941,3.0
32,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_3,failure_rate,0.005,0.0,0.015000000000000003,10,85,0.011764705882352941,3.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,clean,failure_rate,0.0,0.0,0.0,10,45,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,selected_bank,failure_rate,0.07333333333333333,0.0,0.18,10,45,0.06666666666666667,1.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_mean,failure_rate,0.03111111111111111,0.0,0.08,10,45,0.029629629629629634,1.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_1,failure_rate,0.04,0.0,0.12000000000000002,10,45,0.044444444444444446,1.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_2,failure_rate,0.03333333333333333,0.0,0.1,10,45,0.022222222222222223,1.0
32,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_3,failure_rate,0.02,0.0,0.06000000000000001,10,45,0.022222222222222223,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,selected_bank,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,selected_bank,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,selected_bank,failure_rate,0.25,0.0625,0.5,8,15,0.2,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,selected_bank,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,clean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,selected_bank,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
32,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,all_examples,pooled,clean,failure_rate,0.0,0.0,0.0,10,87,0.0,1.0
64,confirmation,all_examples,pooled,selected_bank,failure_rate,0.26388888888888895,0.18472222222222223,0.3486111111111111,10,87,0.26436781609195403,1.0
64,confirmation,all_examples,pooled,layer_matched_random_mean,failure_rate,0.019444444444444445,0.0,0.04722222222222222,10,87,0.019157088122605366,1.0
64,confirmation,all_examples,pooled,layer_matched_random_repeat_1,failure_rate,0.034722222222222224,0.0,0.08888888888888888,10,87,0.034482758620689655,1.0
64,confirmation,all_examples,pooled,layer_matched_random_repeat_2,failure_rate,0.0125,0.0,0.0375,10,87,0.011494252873563218,1.0
64,confirmation,all_examples,pooled,layer_matched_random_repeat_3,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,87,0.011494252873563218,1.0
64,confirmation,all_examples,macro_primary_grammars,clean,failure_rate,0.0,0.0,0.0,10,85,0.0,3.0
64,confirmation,all_examples,macro_primary_grammars,selected_bank,failure_rate,0.33763888888888893,0.2291527777777778,0.44333333333333336,10,85,0.25882352941176473,3.0
64,confirmation,all_examples,macro_primary_grammars,layer_matched_random_mean,failure_rate,0.012407407407407409,0.0,0.029814814814814815,10,85,0.0196078431372549,3.0
64,confirmation,all_examples,macro_primary_grammars,layer_matched_random_repeat_1,failure_rate,0.021111111111111112,0.0,0.05222222222222221,10,85,0.03529411764705882,3.0
64,confirmation,all_examples,macro_primary_grammars,layer_matched_random_repeat_2,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,85,0.011764705882352941,3.0
64,confirmation,all_examples,macro_primary_grammars,layer_matched_random_repeat_3,failure_rate,0.005,0.0,0.015000000000000003,10,85,0.011764705882352941,3.0
64,confirmation,all_examples,adjacent_rank_after_city,clean,failure_rate,0.0,0.0,0.0,10,45,0.0,1.0
64,confirmation,all_examples,adjacent_rank_after_city,selected_bank,failure_rate,0.10194444444444443,0.03333333333333333,0.1794513888888888,10,45,0.1111111111111111,1.0
64,confirmation,all_examples,adjacent_rank_after_city,layer_matched_random_mean,failure_rate,0.04222222222222223,0.0,0.10444444444444445,10,45,0.03703703703703704,1.0
64,confirmation,all_examples,adjacent_rank_after_city,layer_matched_random_repeat_1,failure_rate,0.07333333333333333,0.0,0.18,10,45,0.06666666666666667,1.0
64,confirmation,all_examples,adjacent_rank_after_city,layer_matched_random_repeat_2,failure_rate,0.03333333333333333,0.0,0.1,10,45,0.022222222222222223,1.0
64,confirmation,all_examples,adjacent_rank_after_city,layer_matched_random_repeat_3,failure_rate,0.02,0.0,0.06000000000000001,10,45,0.022222222222222223,1.0
64,confirmation,all_examples,adjacent_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,all_examples,adjacent_rank_before_city,selected_bank,failure_rate,0.020833333333333332,0.0,0.0625,8,19,0.05263157894736842,1.0
64,confirmation,all_examples,adjacent_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,all_examples,adjacent_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,all_examples,adjacent_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,all_examples,adjacent_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,selected_bank,failure_rate,1.0,1.0,1.0,1,1,1.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,evidence_sequence_unranked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,same_unit_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,all_examples,same_unit_rank_before_city,selected_bank,failure_rate,0.71875,0.4375,0.9375,8,15,0.6666666666666666,1.0
64,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,all_examples,same_unit_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,selected_bank,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_invariant_bullet,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,all_examples,structural_unmarked,clean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,all_examples,structural_unmarked,selected_bank,failure_rate,1.0,1.0,1.0,4,6,1.0,1.0
64,confirmation,all_examples,structural_unmarked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,all_examples,structural_unmarked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,clean_correct_only,pooled,clean,failure_rate,0.0,0.0,0.0,10,87,0.0,1.0
64,confirmation,clean_correct_only,pooled,selected_bank,failure_rate,0.26388888888888895,0.18611111111111112,0.35000000000000003,10,87,0.26436781609195403,1.0
64,confirmation,clean_correct_only,pooled,layer_matched_random_mean,failure_rate,0.019444444444444445,0.0,0.04722222222222222,10,87,0.019157088122605366,1.0
64,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_1,failure_rate,0.034722222222222224,0.0,0.08201388888888787,10,87,0.034482758620689655,1.0
64,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_2,failure_rate,0.0125,0.0,0.0375,10,87,0.011494252873563218,1.0
64,confirmation,clean_correct_only,pooled,layer_matched_random_repeat_3,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,87,0.011494252873563218,1.0
64,confirmation,clean_correct_only,macro_primary_grammars,clean,failure_rate,0.0,0.0,0.0,10,85,0.0,3.0
64,confirmation,clean_correct_only,macro_primary_grammars,selected_bank,failure_rate,0.33763888888888893,0.22930208333333335,0.4433402777777777,10,85,0.25882352941176473,3.0
64,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_mean,failure_rate,0.012407407407407409,0.0,0.029814814814814815,10,85,0.0196078431372549,3.0
64,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_1,failure_rate,0.021111111111111112,0.0,0.05222222222222221,10,85,0.03529411764705882,3.0
64,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_2,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,85,0.011764705882352941,3.0
64,confirmation,clean_correct_only,macro_primary_grammars,layer_matched_random_repeat_3,failure_rate,0.005,0.0,0.015000000000000003,10,85,0.011764705882352941,3.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,clean,failure_rate,0.0,0.0,0.0,10,45,0.0,1.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,selected_bank,failure_rate,0.10194444444444443,0.034722222222222224,0.17889583333333325,10,45,0.1111111111111111,1.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_mean,failure_rate,0.04222222222222223,0.0,0.10444444444444445,10,45,0.03703703703703704,1.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_1,failure_rate,0.07333333333333333,0.0,0.18,10,45,0.06666666666666667,1.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_2,failure_rate,0.03333333333333333,0.0,0.1,10,45,0.022222222222222223,1.0
64,confirmation,clean_correct_only,adjacent_rank_after_city,layer_matched_random_repeat_3,failure_rate,0.02,0.0,0.06000000000000001,10,45,0.022222222222222223,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,selected_bank,failure_rate,0.020833333333333332,0.0,0.0625,8,19,0.05263157894736842,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,clean_correct_only,adjacent_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,19,0.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,selected_bank,failure_rate,1.0,1.0,1.0,1,1,1.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,evidence_sequence_unranked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,clean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,selected_bank,failure_rate,0.71875,0.4375,0.9375,8,15,0.6666666666666666,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,clean_correct_only,same_unit_rank_before_city,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,15,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,clean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,selected_bank,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_invariant_bullet,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,1,1,0.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,clean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,selected_bank,failure_rate,1.0,1.0,1.0,4,6,1.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
64,confirmation,clean_correct_only,structural_unmarked,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,4,6,0.0,1.0
80,confirmation,all_examples,pooled,clean,failure_rate,0.0,0.0,0.0,10,87,0.0,1.0
80,confirmation,all_examples,pooled,selected_bank,failure_rate,0.3791666666666667,0.2638541666666667,0.5027777777777778,10,87,0.3793103448275862,1.0
80,confirmation,all_examples,pooled,layer_matched_random_mean,failure_rate,0.02638888888888889,0.0,0.07083333333333333,10,87,0.02681992337164751,1.0
80,confirmation,all_examples,pooled,layer_matched_random_repeat_1,failure_rate,0.02222222222222222,0.0,0.06666666666666667,10,87,0.022988505747126436,1.0
80,confirmation,all_examples,pooled,layer_matched_random_repeat_2,failure_rate,0.01111111111111111,0.0,0.03333333333333333,10,87,0.011494252873563218,1.0
80,confirmation,all_examples,pooled,layer_matched_random_repeat_3,failure_rate,0.04583333333333333,0.0,0.1125,10,87,0.04597701149425287,1.0
80,confirmation,all_examples,macro_primary_grammars,clean,failure_rate,0.0,0.0,0.0,10,85,0.0,3.0
80,confirmation,all_examples,macro_primary_grammars,selected_bank,failure_rate,0.46305555555555555,0.30582638888888886,0.6269444444444445,10,85,0.3764705882352941,3.0
80,confirmation,all_examples,macro_primary_grammars,layer_matched_random_mean,failure_rate,0.013703703703703704,0.0,0.03370370370370371,10,85,0.027450980392156866,3.0
80,confirmation,all_examples,macro_primary_grammars,layer_matched_random_repeat_1,failure_rate,0.01,0.0,0.030000000000000006,10,85,0.023529411764705882,3.0
