registered_bank_size,evaluation_scope,analysis_population,gold_count,estimand,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed,sign_flip_p,sign_flip_method,inferential_status,holm_family,holm_p
64,confirmation,all_examples,2,selected_failure_minus_mean_random_failure,0.375,0.125,0.75,8,8,0.375,1.0,0.2529182879377432,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,4,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,5,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,6,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,7,selected_failure_minus_mean_random_failure,0.0,0.0,0.0,10,10,0.0,1.0,1.0,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,8,selected_failure_minus_mean_random_failure,0.3,0.06666666666666667,0.5666666666666667,10,10,0.3,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,9,selected_failure_minus_mean_random_failure,0.06666666666666667,-0.1,0.3,10,10,0.06666666666666667,1.0,1.0,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,all_examples,10,selected_failure_minus_mean_random_failure,0.26666666666666666,-0.03333333333333334,0.6,10,10,0.26666666666666666,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K64:confirmation:all_examples,1.0
64,confirmation,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.375,0.125,0.75,8,8,0.375,1.0,0.2529182879377432,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.0,0.0,0.0,10,10,0.0,1.0,1.0,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.3,0.06666666666666667,0.5666666666666667,10,10,0.3,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.06666666666666667,-0.1,0.3,10,10,0.06666666666666667,1.0,1.0,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
64,confirmation,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.26666666666666666,-1.1102230246251566e-17,0.6,10,10,0.26666666666666666,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K64:confirmation:clean_correct_only,1.0
80,confirmation,all_examples,2,selected_failure_minus_mean_random_failure,0.5,0.125,0.875,8,8,0.5,1.0,0.12840466926070038,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,0.8988326848249026
80,confirmation,all_examples,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,all_examples,4,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,all_examples,5,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,all_examples,6,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,0.28975609756097565
80,confirmation,all_examples,7,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,all_examples,8,selected_failure_minus_mean_random_failure,0.4333333333333333,0.16666666666666666,0.7,10,10,0.4333333333333333,1.0,0.06341463414634146,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,0.5073170731707317
80,confirmation,all_examples,9,selected_failure_minus_mean_random_failure,0.2333333333333333,0.0,0.5,10,10,0.2333333333333333,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,all_examples,10,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K80:confirmation:all_examples,1.0
80,confirmation,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.5,0.125,0.875,8,8,0.5,1.0,0.12840466926070038,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,0.8988326848249026
80,confirmation,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
80,confirmation,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
80,confirmation,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
80,confirmation,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,0.28975609756097565
80,confirmation,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.3,0.0,0.6,10,10,0.3,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
80,confirmation,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.4333333333333333,0.16666666666666666,0.7333333333333333,10,10,0.4333333333333333,1.0,0.06341463414634146,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,0.5073170731707317
80,confirmation,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.2333333333333333,0.0,0.5,10,10,0.2333333333333333,1.0,0.25073170731707317,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
80,confirmation,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K80:confirmation:clean_correct_only,1.0
96,confirmation,all_examples,2,selected_failure_minus_mean_random_failure,0.5,0.125,0.875,8,8,0.5,1.0,0.12840466926070038,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,4,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,5,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,6,selected_failure_minus_mean_random_failure,0.5,0.2,0.8,10,10,0.5,1.0,0.06341463414634146,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,0.5707317073170732
96,confirmation,all_examples,7,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,8,selected_failure_minus_mean_random_failure,0.3333333333333333,0.1,0.6333333333333333,10,10,0.3333333333333333,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,9,selected_failure_minus_mean_random_failure,0.29999999999999993,0.03333333333333331,0.6,10,10,0.29999999999999993,1.0,0.18829268292682927,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,all_examples,10,selected_failure_minus_mean_random_failure,0.3333333333333333,0.09999999999999998,0.6333333333333333,10,10,0.3333333333333333,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:all_examples,1.0
96,confirmation,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.5,0.125,0.875,8,8,0.5,1.0,0.12840466926070038,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0,0.25146198830409355,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.4,0.1,0.7,10,10,0.4,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.5,0.2,0.8,10,10,0.5,1.0,0.06341463414634146,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,0.5707317073170732
96,confirmation,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.2,0.0,0.5,10,10,0.2,1.0,0.5004878048780488,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.3333333333333333,0.09999999999999998,0.6333333333333333,10,10,0.3333333333333333,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.29999999999999993,0.03333333333333331,0.6,10,10,0.29999999999999993,1.0,0.18829268292682927,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
96,confirmation,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.3333333333333333,0.09999999999999998,0.6333333333333333,10,10,0.3333333333333333,1.0,0.12585365853658537,exact,descriptive_count_stratum,count_strata:K96:confirmation:clean_correct_only,1.0
112,confirmation,all_examples,2,selected_failure_minus_mean_random_failure,0.7916666666666666,0.5,1.0,8,8,0.7916666666666666,1.0,0.019455252918287938,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,3,selected_failure_minus_mean_random_failure,0.8888888888888888,0.6666666666666666,1.0,9,9,0.8888888888888888,1.0,0.009746588693957114,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,4,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,10,10,1.0,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.026341463414634145
112,confirmation,all_examples,5,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,6,selected_failure_minus_mean_random_failure,0.8,0.5,1.0,10,10,0.8,1.0,0.00878048780487805,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,7,selected_failure_minus_mean_random_failure,0.7,0.4,1.0,10,10,0.7,1.0,0.016585365853658537,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,8,selected_failure_minus_mean_random_failure,0.8333333333333333,0.6666666666666666,1.0,10,10,0.8333333333333333,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.026341463414634145
112,confirmation,all_examples,9,selected_failure_minus_mean_random_failure,0.7,0.3333333333333333,1.0,10,10,0.7,1.0,0.010731707317073172,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.0526829268292683
112,confirmation,all_examples,10,selected_failure_minus_mean_random_failure,0.9666666666666666,0.8999999999999998,1.0,10,10,0.9666666666666666,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:all_examples,0.026341463414634145
112,confirmation,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.7916666666666666,0.5,1.0,8,8,0.7916666666666666,1.0,0.019455252918287938,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.8888888888888888,0.6666666666666666,1.0,9,9,0.8888888888888888,1.0,0.009746588693957114,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,4,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,10,10,1.0,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.026341463414634145
112,confirmation,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.8,0.5,1.0,10,10,0.8,1.0,0.00878048780487805,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.7,0.4,1.0,10,10,0.7,1.0,0.016585365853658537,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.8333333333333333,0.6666666666666666,1.0,10,10,0.8333333333333333,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.026341463414634145
112,confirmation,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.7,0.3333333333333333,1.0,10,10,0.7,1.0,0.010731707317073172,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.0526829268292683
112,confirmation,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.9666666666666666,0.8999999999999998,1.0,10,10,0.9666666666666666,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K112:confirmation:clean_correct_only,0.026341463414634145
125,confirmation,all_examples,2,selected_failure_minus_mean_random_failure,0.75,0.375,1.0,8,8,0.75,1.0,0.03501945525291829,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.06634146341463415
125,confirmation,all_examples,3,selected_failure_minus_mean_random_failure,0.7777777777777778,0.4444444444444444,1.0,9,9,0.7777777777777778,1.0,0.017543859649122806,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.06634146341463415
125,confirmation,all_examples,4,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,10,10,1.0,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.026341463414634145
125,confirmation,all_examples,5,selected_failure_minus_mean_random_failure,0.9,0.7,1.0,10,10,0.9,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.03902439024390244
125,confirmation,all_examples,6,selected_failure_minus_mean_random_failure,0.9,0.7,1.0,10,10,0.9,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.03902439024390244
125,confirmation,all_examples,7,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.06634146341463415
125,confirmation,all_examples,8,selected_failure_minus_mean_random_failure,0.7999999999999999,0.5666666666666667,1.0,10,10,0.7999999999999999,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.03902439024390244
125,confirmation,all_examples,9,selected_failure_minus_mean_random_failure,0.6666666666666667,0.3333333333333333,0.9333333333333332,10,10,0.6666666666666667,1.0,0.012682926829268294,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.06341463414634146
125,confirmation,all_examples,10,selected_failure_minus_mean_random_failure,0.6666666666666666,0.36666666666666664,0.9,10,10,0.6666666666666666,1.0,0.016585365853658537,exact,descriptive_count_stratum,count_strata:K125:confirmation:all_examples,0.06634146341463415
125,confirmation,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.75,0.375,1.0,8,8,0.75,1.0,0.03501945525291829,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.06634146341463415
125,confirmation,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.7777777777777778,0.4444444444444444,1.0,9,9,0.7777777777777778,1.0,0.017543859649122806,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.06634146341463415
125,confirmation,clean_correct_only,4,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,10,10,1.0,1.0,0.002926829268292683,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.026341463414634145
125,confirmation,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.9,0.7,1.0,10,10,0.9,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.03902439024390244
125,confirmation,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.9,0.7,1.0,10,10,0.9,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.03902439024390244
125,confirmation,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.6,0.3,0.9,10,10,0.6,1.0,0.03219512195121951,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.06634146341463415
125,confirmation,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.7999999999999999,0.5666666666666667,1.0,10,10,0.7999999999999999,1.0,0.004878048780487805,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.03902439024390244
125,confirmation,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.6666666666666667,0.3666666666666666,0.9333333333333332,10,10,0.6666666666666667,1.0,0.012682926829268294,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.06341463414634146
125,confirmation,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.6666666666666666,0.36666666666666664,0.9,10,10,0.6666666666666666,1.0,0.016585365853658537,exact,descriptive_count_stratum,count_strata:K125:confirmation:clean_correct_only,0.06634146341463415
125,full_panel,all_examples,2,selected_failure_minus_mean_random_failure,0.7866666666666666,0.6266666666666666,0.92,25,25,0.7866666666666666,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,3,selected_failure_minus_mean_random_failure,0.84,0.68,0.96,25,25,0.84,1.0,9.999950000249999e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,4,selected_failure_minus_mean_random_failure,0.896551724137931,0.7586206896551724,1.0,29,29,0.896551724137931,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,5,selected_failure_minus_mean_random_failure,0.896551724137931,0.7931034482758621,1.0,29,29,0.896551724137931,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,6,selected_failure_minus_mean_random_failure,0.8888888888888888,0.7666666666666667,0.9888888888888888,30,30,0.8888888888888888,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,7,selected_failure_minus_mean_random_failure,0.6551724137931034,0.4827586206896552,0.8275862068965517,29,29,0.6551724137931034,1.0,9.999950000249999e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,8,selected_failure_minus_mean_random_failure,0.8160919540229884,0.6781609195402298,0.9310344827586207,29,29,0.8160919540229884,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,9,selected_failure_minus_mean_random_failure,0.711111111111111,0.5444444444444444,0.8666666666666667,30,30,0.711111111111111,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,all_examples,10,selected_failure_minus_mean_random_failure,0.6222222222222221,0.45555555555555555,0.7888888888888889,30,30,0.6222222222222221,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:all_examples,4.4999775001124996e-05
125,full_panel,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.7866666666666666,0.6266666666666666,0.9333333333333332,25,25,0.7866666666666666,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.84,0.68,0.96,25,25,0.84,1.0,9.999950000249999e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.896551724137931,0.7931034482758621,1.0,29,29,0.896551724137931,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.9285714285714286,0.8214285714285714,1.0,28,28,0.9285714285714286,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
