registered_bank_size,evaluation_scope,analysis_population,gold_count,arm,metric,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed
32,confirmation,all_examples,4,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,5,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,6,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,7,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,8,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,8,selected_bank,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
32,confirmation,all_examples,8,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
32,confirmation,all_examples,8,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,8,layer_matched_random_repeat_2,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,all_examples,8,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,9,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,9,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,9,layer_matched_random_mean,failure_rate,0.06666666666666668,0.0,0.2,10,10,0.06666666666666668,1.0
32,confirmation,all_examples,9,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,all_examples,9,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,9,layer_matched_random_repeat_3,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,all_examples,10,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,10,selected_bank,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,all_examples,10,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
32,confirmation,all_examples,10,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,all_examples,10,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,all_examples,10,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,2,clean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
32,confirmation,clean_correct_only,2,selected_bank,failure_rate,0.25,0.0,0.625,8,8,0.25,1.0
32,confirmation,clean_correct_only,2,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
32,confirmation,clean_correct_only,2,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
32,confirmation,clean_correct_only,2,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
32,confirmation,clean_correct_only,2,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
32,confirmation,clean_correct_only,3,clean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,3,selected_bank,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,3,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,3,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,3,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,3,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
32,confirmation,clean_correct_only,4,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,4,selected_bank,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,4,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,4,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,4,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,4,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,5,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,6,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,7,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,8,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,8,selected_bank,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
32,confirmation,clean_correct_only,8,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
32,confirmation,clean_correct_only,8,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,8,layer_matched_random_repeat_2,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,8,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,9,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,9,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,9,layer_matched_random_mean,failure_rate,0.06666666666666668,0.0,0.2,10,10,0.06666666666666668,1.0
32,confirmation,clean_correct_only,9,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,9,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,9,layer_matched_random_repeat_3,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,10,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,10,selected_bank,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,10,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
32,confirmation,clean_correct_only,10,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
32,confirmation,clean_correct_only,10,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
32,confirmation,clean_correct_only,10,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,2,clean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,all_examples,2,selected_bank,failure_rate,0.375,0.125,0.75,8,8,0.375,1.0
64,confirmation,all_examples,2,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,all_examples,2,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,all_examples,2,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,all_examples,2,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,all_examples,3,clean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,all_examples,3,selected_bank,failure_rate,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0
64,confirmation,all_examples,3,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,all_examples,3,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,all_examples,3,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,all_examples,3,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,all_examples,4,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,4,selected_bank,failure_rate,0.3,0.0,0.6,10,10,0.3,1.0
64,confirmation,all_examples,4,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,4,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,4,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,4,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,5,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,5,selected_bank,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
64,confirmation,all_examples,5,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,5,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,5,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,5,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,6,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,6,selected_bank,failure_rate,0.4,0.1,0.7,10,10,0.4,1.0
64,confirmation,all_examples,6,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,6,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,6,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,6,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,7,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,8,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,8,selected_bank,failure_rate,0.4,0.1,0.7,10,10,0.4,1.0
64,confirmation,all_examples,8,layer_matched_random_mean,failure_rate,0.1,0.0,0.2666666666666667,10,10,0.1,1.0
64,confirmation,all_examples,8,layer_matched_random_repeat_1,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
64,confirmation,all_examples,8,layer_matched_random_repeat_2,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,all_examples,8,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,9,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,9,selected_bank,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,all_examples,9,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
64,confirmation,all_examples,9,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,all_examples,9,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,9,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,10,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,10,selected_bank,failure_rate,0.3,0.0,0.6,10,10,0.3,1.0
64,confirmation,all_examples,10,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
64,confirmation,all_examples,10,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,10,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,all_examples,10,layer_matched_random_repeat_3,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,clean_correct_only,2,clean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,clean_correct_only,2,selected_bank,failure_rate,0.375,0.125,0.75,8,8,0.375,1.0
64,confirmation,clean_correct_only,2,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,clean_correct_only,2,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,clean_correct_only,2,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,clean_correct_only,2,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
64,confirmation,clean_correct_only,3,clean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,clean_correct_only,3,selected_bank,failure_rate,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0
64,confirmation,clean_correct_only,3,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,clean_correct_only,3,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,clean_correct_only,3,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,clean_correct_only,3,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
64,confirmation,clean_correct_only,4,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,4,selected_bank,failure_rate,0.3,0.0,0.6,10,10,0.3,1.0
64,confirmation,clean_correct_only,4,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,4,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,4,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,4,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,5,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,5,selected_bank,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
64,confirmation,clean_correct_only,5,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,5,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,5,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,5,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,6,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,6,selected_bank,failure_rate,0.4,0.1,0.7,10,10,0.4,1.0
64,confirmation,clean_correct_only,6,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,6,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,6,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,6,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,selected_bank,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,7,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,8,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,8,selected_bank,failure_rate,0.4,0.1,0.7,10,10,0.4,1.0
64,confirmation,clean_correct_only,8,layer_matched_random_mean,failure_rate,0.1,0.0,0.2666666666666667,10,10,0.1,1.0
64,confirmation,clean_correct_only,8,layer_matched_random_repeat_1,failure_rate,0.2,0.0,0.5,10,10,0.2,1.0
64,confirmation,clean_correct_only,8,layer_matched_random_repeat_2,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,clean_correct_only,8,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,9,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,9,selected_bank,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,clean_correct_only,9,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
64,confirmation,clean_correct_only,9,layer_matched_random_repeat_1,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
64,confirmation,clean_correct_only,9,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,9,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,10,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,10,selected_bank,failure_rate,0.3,0.0,0.6,10,10,0.3,1.0
64,confirmation,clean_correct_only,10,layer_matched_random_mean,failure_rate,0.03333333333333334,0.0,0.1,10,10,0.03333333333333334,1.0
64,confirmation,clean_correct_only,10,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,10,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
64,confirmation,clean_correct_only,10,layer_matched_random_repeat_3,failure_rate,0.1,0.0,0.3,10,10,0.1,1.0
80,confirmation,all_examples,2,clean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
80,confirmation,all_examples,2,selected_bank,failure_rate,0.5,0.125,0.875,8,8,0.5,1.0
80,confirmation,all_examples,2,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
80,confirmation,all_examples,2,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
80,confirmation,all_examples,2,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
80,confirmation,all_examples,2,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,8,8,0.0,1.0
80,confirmation,all_examples,3,clean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
80,confirmation,all_examples,3,selected_bank,failure_rate,0.3333333333333333,0.0,0.6666666666666666,9,9,0.3333333333333333,1.0
80,confirmation,all_examples,3,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
80,confirmation,all_examples,3,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
80,confirmation,all_examples,3,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
80,confirmation,all_examples,3,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,9,9,0.0,1.0
80,confirmation,all_examples,4,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,4,selected_bank,failure_rate,0.3,0.09750000000000228,0.6,10,10,0.3,1.0
80,confirmation,all_examples,4,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,4,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,4,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,4,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,5,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,5,selected_bank,failure_rate,0.3,0.0,0.6,10,10,0.3,1.0
80,confirmation,all_examples,5,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,5,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,5,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,5,layer_matched_random_repeat_3,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,6,clean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,6,selected_bank,failure_rate,0.6,0.3,0.9,10,10,0.6,1.0
80,confirmation,all_examples,6,layer_matched_random_mean,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,6,layer_matched_random_repeat_1,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
80,confirmation,all_examples,6,layer_matched_random_repeat_2,failure_rate,0.0,0.0,0.0,10,10,0.0,1.0
