registered_bank_size,evaluation_scope,analysis_population,grammar_class,estimand,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed,sign_flip_p,sign_flip_method,inferential_status,holm_family,holm_p
80,confirmation,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.4493518518518519,0.3,0.5986180555555556,10,85,0.34901960784313724,3.0,0.002926829268292683,exact,registered_confirmation,,
80,confirmation,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.24333333333333335,0.09833333333333334,0.4344583333333332,10,45,0.1925925925925926,1.0,0.016585365853658537,exact,registered_confirmation,,
80,confirmation,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.14583333333333334,0.0,0.39583333333333337,8,19,0.10526315789473684,1.0,0.5019455252918288,exact,descriptive_or_secondary,,
80,confirmation,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
80,confirmation,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9375,0.8125,1.0,8,15,0.8666666666666667,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
80,confirmation,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,0.0,0.0,0.0,1,1,0.0,1.0,,not_run,descriptive_or_secondary,,
80,confirmation,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
80,confirmation,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.3527777777777778,0.2555555555555556,0.44722222222222224,10,87,0.3524904214559387,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:clean_correct_only,0.0175609756097561
80,confirmation,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.4493518518518519,0.30138657407407404,0.5965740740740741,10,85,0.34901960784313724,3.0,0.002926829268292683,exact,registered_confirmation,,
80,confirmation,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.24333333333333335,0.09833333333333331,0.44000000000000006,10,45,0.1925925925925926,1.0,0.016585365853658537,exact,registered_confirmation,,
80,confirmation,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.14583333333333334,0.0,0.39583333333333337,8,19,0.10526315789473684,1.0,0.5019455252918288,exact,descriptive_or_secondary,,
80,confirmation,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
80,confirmation,clean_correct_only,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9375,0.8125,1.0,8,15,0.8666666666666667,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
80,confirmation,clean_correct_only,structural_invariant_bullet,selected_failure_minus_mean_random_failure,0.0,0.0,0.0,1,1,0.0,1.0,,not_run,descriptive_or_secondary,,
80,confirmation,clean_correct_only,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
96,confirmation,all_examples,pooled,selected_failure_minus_mean_random_failure,0.3615740740740741,0.2583333333333333,0.4805555555555555,10,87,0.3639846743295019,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:all_examples,0.0175609756097561
96,confirmation,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.4345833333333333,0.27596875,0.5869444444444445,10,85,0.34901960784313724,3.0,0.004878048780487805,exact,registered_confirmation,,
96,confirmation,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.3080555555555555,0.145,0.5066666666666666,10,45,0.23703703703703702,1.0,0.00878048780487805,exact,registered_confirmation,,
96,confirmation,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.14583333333333334,0.0,0.39583333333333337,8,19,0.10526315789473684,1.0,0.5019455252918288,exact,descriptive_or_secondary,,
96,confirmation,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
96,confirmation,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.8125,0.625,0.9375,8,15,0.7333333333333333,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
96,confirmation,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
96,confirmation,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
96,confirmation,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.3615740740740741,0.2573958333333334,0.48425925925925917,10,87,0.3639846743295019,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:clean_correct_only,0.0175609756097561
96,confirmation,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.4345833333333333,0.27972222222222226,0.5866666666666667,10,85,0.34901960784313724,3.0,0.004878048780487805,exact,registered_confirmation,,
96,confirmation,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.3080555555555555,0.14193055555555562,0.5080555555555555,10,45,0.23703703703703702,1.0,0.00878048780487805,exact,registered_confirmation,,
96,confirmation,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.14583333333333334,0.0,0.39583333333333337,8,19,0.10526315789473684,1.0,0.5019455252918288,exact,descriptive_or_secondary,,
96,confirmation,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
96,confirmation,clean_correct_only,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.8125,0.625,0.9375,8,15,0.7333333333333333,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
96,confirmation,clean_correct_only,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
96,confirmation,clean_correct_only,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
112,confirmation,all_examples,pooled,selected_failure_minus_mean_random_failure,0.811574074074074,0.7324074074074074,0.889351851851852,10,87,0.8084291187739465,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:all_examples,0.0175609756097561
112,confirmation,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8475925925925927,0.7575925925925925,0.9261111111111111,10,85,0.8039215686274509,3.0,0.002926829268292683,exact,registered_confirmation,,
112,confirmation,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7159259259259259,0.6125925925925926,0.8209259259259258,10,45,0.6666666666666666,1.0,0.002926829268292683,exact,registered_confirmation,,
112,confirmation,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.875,0.625,1.0,8,19,0.9473684210526315,1.0,0.019455252918287938,exact,descriptive_or_secondary,,
112,confirmation,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
112,confirmation,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9583333333333333,0.875,1.0,8,15,0.9555555555555556,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
112,confirmation,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
112,confirmation,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
112,confirmation,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.811574074074074,0.7319444444444445,0.8898148148148148,10,87,0.8084291187739465,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:clean_correct_only,0.0175609756097561
112,confirmation,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8475925925925927,0.7569444444444444,0.9261111111111111,10,85,0.8039215686274509,3.0,0.002926829268292683,exact,registered_confirmation,,
112,confirmation,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7159259259259259,0.6127777777777779,0.8233333333333335,10,45,0.6666666666666666,1.0,0.002926829268292683,exact,registered_confirmation,,
112,confirmation,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.875,0.625,1.0,8,19,0.9473684210526315,1.0,0.019455252918287938,exact,descriptive_or_secondary,,
112,confirmation,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
112,confirmation,clean_correct_only,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9583333333333333,0.875,1.0,8,15,0.9555555555555556,1.0,0.011673151750972763,exact,descriptive_or_secondary,,
112,confirmation,clean_correct_only,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
112,confirmation,clean_correct_only,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,,
125,confirmation,all_examples,pooled,selected_failure_minus_mean_random_failure,0.7865740740740741,0.7009259259259258,0.8587962962962964,10,87,0.7854406130268199,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:all_examples,0.0175609756097561
125,confirmation,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8123148148148148,0.7169444444444445,0.8924999999999998,10,85,0.780392156862745,3.0,0.002926829268292683,exact,registered_confirmation,,
125,confirmation,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.6931481481481482,0.5931481481481481,0.8064814814814815,10,45,0.637037037037037,1.0,0.002926829268292683,exact,registered_confirmation,K125_primary_grammars:confirmation:all_examples,0.011707317073170732
125,confirmation,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.8125,0.5625,1.0,8,19,0.8947368421052632,1.0,0.019455252918287938,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:all_examples,0.038910505836575876
125,confirmation,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,confirmation,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9791666666666666,0.9375,1.0,8,15,0.9777777777777777,1.0,0.011673151750972763,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:all_examples,0.03501945525291829
125,confirmation,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,confirmation,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:all_examples,0.17647058823529413
125,confirmation,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.7865740740740741,0.7023148148148148,0.8606481481481483,10,87,0.7854406130268199,1.0,0.002926829268292683,exact,registered_confirmation,pooled_K_grid:confirmation:clean_correct_only,0.0175609756097561
125,confirmation,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8123148148148148,0.7205439814814815,0.8908333333333334,10,85,0.780392156862745,3.0,0.002926829268292683,exact,registered_confirmation,,
125,confirmation,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.6931481481481482,0.5959027777777778,0.8098148148148148,10,45,0.637037037037037,1.0,0.002926829268292683,exact,registered_confirmation,K125_primary_grammars:confirmation:clean_correct_only,0.011707317073170732
125,confirmation,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.8125,0.5625,1.0,8,19,0.8947368421052632,1.0,0.019455252918287938,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:clean_correct_only,0.038910505836575876
125,confirmation,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,confirmation,clean_correct_only,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9791666666666666,0.9375,1.0,8,15,0.9777777777777777,1.0,0.011673151750972763,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:clean_correct_only,0.03501945525291829
125,confirmation,clean_correct_only,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,confirmation,clean_correct_only,structural_unmarked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,4,6,1.0,1.0,0.17647058823529413,exact,descriptive_or_secondary,K125_primary_grammars:confirmation:clean_correct_only,0.17647058823529413
125,full_panel,all_examples,pooled,selected_failure_minus_mean_random_failure,0.7899029982363316,0.7369042107583774,0.8387814153439153,30,256,0.7890625,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,pooled_K_grid:full_panel:all_examples,4.9999750001249995e-06
125,full_panel,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8188536155202822,0.762036155202822,0.8698420414462081,30,250,0.784,3.1333333333333333,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,,
125,full_panel,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7216578483245152,0.6372749118165786,0.8025753968253969,30,131,0.7022900763358778,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:all_examples,1.9999900000499998e-05
125,full_panel,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.7847222222222222,0.6493055555555555,0.8958333333333334,24,57,0.8245614035087719,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:all_examples,1.9999900000499998e-05
125,full_panel,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,2,2,1.0,1.0,0.6,exact,descriptive_or_secondary,,
125,full_panel,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9523809523809523,0.8888888888888887,1.0,21,35,0.9333333333333332,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:all_examples,1.9999900000499998e-05
125,full_panel,all_examples,structural_explicit_rank_before_city,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,full_panel,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,3,3,1.0,1.0,0.3333333333333333,exact,descriptive_or_secondary,,
125,full_panel,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,0.9078947368421053,0.7850877192982456,0.9912280701754386,19,27,0.9012345679012346,1.0,9.536724974203159e-06,exact,descriptive_or_secondary,K125_primary_grammars:full_panel:all_examples,1.9999900000499998e-05
125,full_panel,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.7963844797178131,0.7421505731922398,0.8459231701940034,30,254,0.7952755905511811,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,pooled_K_grid:full_panel:clean_correct_only,4.9999750001249995e-06
125,full_panel,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8313536155202822,0.7751027336860669,0.8804234457671956,30,248,0.7903225806451613,3.1,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,,
125,full_panel,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7216578483245152,0.6394444444444447,0.8029556878306879,30,131,0.7022900763358778,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:clean_correct_only,1.9999900000499998e-05
125,full_panel,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.7847222222222222,0.6527777777777778,0.8958333333333334,24,57,0.8245614035087719,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:clean_correct_only,1.9999900000499998e-05
125,full_panel,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,2,2,1.0,1.0,0.6,exact,descriptive_or_secondary,,
125,full_panel,clean_correct_only,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9523809523809523,0.888888888888889,1.0,21,35,0.9333333333333332,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_or_secondary,K125_primary_grammars:full_panel:clean_correct_only,1.9999900000499998e-05
125,full_panel,clean_correct_only,structural_explicit_rank_before_city,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,full_panel,clean_correct_only,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,3,3,1.0,1.0,0.3333333333333333,exact,descriptive_or_secondary,,
125,full_panel,clean_correct_only,structural_unmarked,selected_failure_minus_mean_random_failure,0.9722222222222222,0.9259259259259258,1.0,18,25,0.9733333333333333,1.0,1.1444048141295848e-05,exact,descriptive_or_secondary,K125_primary_grammars:full_panel:clean_correct_only,1.9999900000499998e-05
125,discovery,all_examples,pooled,selected_failure_minus_mean_random_failure,0.7915674603174602,0.7250620039682539,0.8546957671957672,20,169,0.7909270216962524,1.0,2.8610202207372468e-06,exact,descriptive_or_secondary,pooled_K_grid:discovery:all_examples,2.8610202207372468e-06
125,discovery,all_examples,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8221230158730158,0.7507033730158731,0.8849112103174601,20,165,0.7858585858585858,3.2,2.8610202207372468e-06,exact,descriptive_or_secondary,,
125,discovery,all_examples,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7359126984126985,0.6188839285714285,0.8432192460317461,20,86,0.7364341085271318,1.0,2.8610202207372468e-06,exact,descriptive_or_secondary,K125_primary_grammars:discovery:all_examples,1.1444080882948987e-05
125,discovery,all_examples,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.7708333333333333,0.625,0.8958333333333333,16,38,0.7894736842105263,1.0,7.629278117704503e-05,exact,descriptive_or_secondary,K125_primary_grammars:discovery:all_examples,0.00022887834353113508
125,discovery,all_examples,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,discovery,all_examples,same_unit_rank_before_city,selected_failure_minus_mean_random_failure,0.9358974358974359,0.846153846153846,1.0,13,20,0.9,1.0,0.0003661662394727206,exact,descriptive_or_secondary,K125_primary_grammars:discovery:all_examples,0.0003661662394727206
125,discovery,all_examples,structural_explicit_rank_before_city,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
125,discovery,all_examples,structural_invariant_bullet,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,2,2,1.0,1.0,0.6,exact,descriptive_or_secondary,,
125,discovery,all_examples,structural_unmarked,selected_failure_minus_mean_random_failure,0.8833333333333332,0.7333333333333332,0.9833333333333333,15,21,0.8730158730158729,1.0,0.00015258323415423113,exact,descriptive_or_secondary,K125_primary_grammars:discovery:all_examples,0.00030516646830846227
125,discovery,clean_correct_only,pooled,selected_failure_minus_mean_random_failure,0.8012896825396826,0.7336309523809524,0.86431960978836,20,167,0.8003992015968063,1.0,2.8610202207372468e-06,exact,descriptive_or_secondary,pooled_K_grid:discovery:clean_correct_only,2.8610202207372468e-06
125,discovery,clean_correct_only,macro_primary_grammars,selected_failure_minus_mean_random_failure,0.8408730158730158,0.7715947420634921,0.8974429563492065,20,163,0.7955010224948875,3.15,2.8610202207372468e-06,exact,descriptive_or_secondary,,
125,discovery,clean_correct_only,adjacent_rank_after_city,selected_failure_minus_mean_random_failure,0.7359126984126985,0.6202748015873015,0.8408353174603176,20,86,0.7364341085271318,1.0,2.8610202207372468e-06,exact,descriptive_or_secondary,K125_primary_grammars:discovery:clean_correct_only,1.1444080882948987e-05
125,discovery,clean_correct_only,adjacent_rank_before_city,selected_failure_minus_mean_random_failure,0.7708333333333333,0.625,0.8958333333333333,16,38,0.7894736842105263,1.0,7.629278117704503e-05,exact,descriptive_or_secondary,K125_primary_grammars:discovery:clean_correct_only,0.00022887834353113508
125,discovery,clean_correct_only,evidence_sequence_unranked,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,1,1,1.0,1.0,,not_run,descriptive_or_secondary,,
